Date,Transaction Type,Name,Memo/Description,Split,Amount,Balance
07/21/2022,Expense,Slack,,Tools & Subscription - G&A,883.29,57071220.02
07/21/2022,Expense,Slack,,Tools & Subscription - G&A,883.29,57072103.31
07/21/2022,Expense,Slack,Mike ross,Credit Card - Ramp,883.29,57072986.6
07/22/2022,Expense,Dovetail,Harvey Spector,Credit Card - Ramp,36,57073022.6
07/22/2022,Expense,Automate,Balapavan Tirumani,Credit Card - Ramp,29,57073051.6
07/22/2022,Expense,Dovetail,Harvey Spector,Credit Card - Ramp,36,57073087.6
07/22/2022,Expense,Vimcal,Balapavan Tirumani,Credit Card - Ramp,150,57073237.6
07/22/2022,Expense,Dovetail,,Tools & Subscription - G&A,36,57073273.6
07/22/2022,Expense,Dovetail,Harvey Spector,Credit Card - Ramp,36,57073309.6
07/22/2022,Expense,Dovetail,,Tools & Subscription - G&A,36,57073345.6
07/22/2022,Expense,Vimcal,,Tools & Subscription - G&A,150,57073495.6
07/22/2022,Expense,Vimcal,Balapavan Tirumani,Credit Card - Ramp,150,57073645.6
07/22/2022,Expense,Automate,,Tools & Subscription - G&A,29,57073674.6
07/22/2022,Expense,Vimcal,Balapavan Tirumani,Credit Card - Ramp,150,57073824.6
07/22/2022,Expense,Dovetail,,Tools & Subscription - G&A,36,57073860.6
07/22/2022,Expense,Automate,,Tools & Subscription - G&A,29,57073889.6
07/22/2022,Expense,Automate,Balapavan Tirumani,Credit Card - Ramp,29,57073918.6
07/22/2022,Expense,Automate,Balapavan Tirumani,Credit Card - Ramp,29,57073947.6
07/22/2022,Expense,Automate,,Tools & Subscription - G&A,29,57073976.6
07/22/2022,Expense,Vimcal,,Tools & Subscription - G&A,150,57074126.6
07/22/2022,Expense,Dovetail,,Tools & Subscription - G&A,36,57074162.6
07/22/2022,Expense,Vimcal,,Tools & Subscription - G&A,150,57074312.6
07/22/2022,Expense,Automate,,Tools & Subscription - G&A,29,57074341.6
07/22/2022,Expense,Vimcal,,Tools & Subscription - G&A,150,57074491.6
07/23/2022,Expense,Super,Harvey Spector,Credit Card - Ramp,12,57074503.6
07/23/2022,Expense,NordVPN,Harvey Spector,Credit Card - Ramp,78.96,57074582.56
07/23/2022,Expense,Superhuman,Mike ross,Credit Card - Ramp,30,57074612.56
07/23/2022,Expense,Super,Harvey Spector,Credit Card - Ramp,12,57074624.56
07/23/2022,Expense,NordVPN,Harvey Spector,Credit Card - Ramp,78.96,57074703.52
07/23/2022,Expense,Vimcal,Harvey Spector,Credit Card - Ramp,15,57074718.52
07/23/2022,Expense,Super,,Tools & Subscription - G&A,12,57074730.52
07/23/2022,Expense,Superhuman,,Professional Service Charges,30,57074760.52
07/23/2022,Expense,Vimcal,,Tools & Subscription - G&A,15,57074775.52
07/23/2022,Expense,Superhuman,Mike ross,Credit Card - Ramp,30,57074805.52
07/23/2022,Expense,Superhuman,Mike ross,Credit Card - Ramp,30,57074835.52
07/23/2022,Expense,Vimcal,Harvey Spector,Credit Card - Ramp,15,57074850.52
07/23/2022,Expense,NordVPN,,Tools & Subscription - G&A,78.96,57074929.48
07/23/2022,Expense,Vimcal,Harvey Spector,Credit Card - Ramp,15,57074944.48
07/23/2022,Expense,NordVPN,,Tools & Subscription - G&A,78.96,57075023.44
07/23/2022,Expense,Vimcal,,Tools & Subscription - G&A,15,57075038.44
07/23/2022,Expense,Vimcal,,Tools & Subscription - G&A,15,57075053.44
07/23/2022,Expense,Super,Harvey Spector,Credit Card - Ramp,12,57075065.44
07/23/2022,Expense,Super,,Tools & Subscription - G&A,12,57075077.44
07/23/2022,Expense,NordVPN,,Tools & Subscription - G&A,78.96,57075156.4
07/23/2022,Expense,Super,,Tools & Subscription - G&A,12,57075168.4
07/23/2022,Expense,Superhuman,Mike ross,Credit Card - Ramp,30,57075198.4
07/23/2022,Expense,NordVPN,Harvey Spector,Credit Card - Ramp,78.96,57075277.36
07/23/2022,Expense,Superhuman,,Professional Service Charges,30,57075307.36
07/23/2022,Expense,Vimcal,,Tools & Subscription - G&A,15,57075322.36
07/23/2022,Expense,Super,,Tools & Subscription - G&A,12,57075334.36
07/23/2022,Expense,Superhuman,,Professional Service Charges,30,57075364.36
07/23/2022,Expense,Superhuman,,Professional Service Charges,30,57075394.36
07/23/2022,Expense,NordVPN,,Tools & Subscription - G&A,78.96,57075473.32
07/25/2022,Expense,Miro,Mike ross,Credit Card - Ramp,90,57075563.32
07/25/2022,Expense,Miro,,Tools & Subscription - G&A,90,57075653.32
07/25/2022,Expense,Miro,Mike ross,Credit Card - Ramp,90,57075743.32
07/25/2022,Expense,Miro,Mike ross,Credit Card - Ramp,90,57075833.32
07/25/2022,Expense,Miro,,Tools & Subscription - G&A,90,57075923.32
07/25/2022,Expense,Miro,,Tools & Subscription - G&A,90,57076013.32
07/25/2022,Expense,Miro,,Tools & Subscription - G&A,90,57076103.32
07/26/2022,Expense,,Design Studio,Professional Service Charges,-5359.88,57070743.44
07/26/2022,Expense,Income Capitals ,Income Capitals ,Contract labor,-9505,57061238.44
07/26/2022,Expense,,Design Studio,Account1,53.6,57061292.04
07/26/2022,Expense,Zoom,Chad Blumenthal,Credit Card - Ramp,14.99,57061307.03
07/26/2022,Expense,Namecheap,,Tools & Subscription - G&A,9.34,57061316.37
07/26/2022,Expense,Zoom,,Tools & Subscription - G&A,14.99,57061331.36
07/26/2022,Expense,Zoom,,Tools & Subscription - G&A,14.99,57061346.35
07/26/2022,Expense,Namecheap,Harvey Spector,Credit Card - Ramp,9.34,57061355.69
07/26/2022,Expense,,Design Studio,General business expenses:Bank fees & service charges,-53.6,57061302.09
07/26/2022,Expense,Income Capitals ,Income Capitals ,Contract labor,-9505,57051797.09
07/26/2022,Expense,,Design Studio - Branding studio fees.,Account1,5359.88,57057156.97
07/26/2022,Expense,,Design Studio,General business expenses:Bank fees & service charges,-53.6,57057103.37
07/26/2022,Expense,,Design Studio,Account1,53.6,57057156.97
07/26/2022,Expense,,Design Studio - Branding studio fees.,Account1,5359.88,57062516.85
07/26/2022,Expense,Income Capitals ,Income Capitals ,Account1,9505,57072021.85
07/26/2022,Expense,,Design Studio,Professional Service Charges,-5359.88,57066661.97
07/26/2022,Expense,Zoom,Chad Blumenthal,Credit Card - Ramp,14.99,57066676.96
07/26/2022,Expense,,Design Studio,Professional Service Charges,-5359.88,57061317.08
07/26/2022,Expense,Namecheap,,Tools & Subscription - G&A,9.34,57061326.42
07/26/2022,Expense,Namecheap,,Tools & Subscription - G&A,9.34,57061335.76
07/26/2022,Expense,,Design Studio,General business expenses:Bank fees & service charges,-53.6,57061282.16
07/26/2022,Expense,Zoom,,Tools & Subscription - G&A,14.99,57061297.15
07/26/2022,Expense,Income Capitals ,Income Capitals ,Contract labor,-9505,57051792.15
07/26/2022,Expense,Namecheap,Harvey Spector,Credit Card - Ramp,9.34,57051801.49
07/26/2022,Expense,,Design Studio - Branding studio fees.,Account1,5359.88,57057161.37
07/26/2022,Expense,,Design Studio,Account1,53.6,57057214.97
07/26/2022,Expense,,Design Studio - Branding studio fees.,Account1,5359.88,57062574.85
07/26/2022,Expense,Income Capitals ,Income Capitals ,Account1,9505,57072079.85
07/26/2022,Expense,,Design Studio,Account1,53.6,57072133.45
07/26/2022,Expense,Income Capitals ,Income Capitals ,Account1,9505,57081638.45
07/26/2022,Expense,Zoom,Chad Blumenthal,Credit Card - Ramp,14.99,57081653.44
07/26/2022,Expense,Namecheap,Harvey Spector,Credit Card - Ramp,9.34,57081662.78
07/26/2022,Expense,,Design Studio,General business expenses:Bank fees & service charges,-53.6,57081609.18
07/26/2022,Expense,Income Capitals ,Income Capitals ,Contract labor,-9505,57072104.18
07/26/2022,Expense,Zoom,,Tools & Subscription - G&A,14.99,57072119.17
07/26/2022,Expense,,Design Studio,Professional Service Charges,-5359.88,57066759.29
07/26/2022,Expense,Namecheap,,Tools & Subscription - G&A,9.34,57066768.63
07/26/2022,Expense,Income Capitals ,Income Capitals ,Account1,9505,57076273.63
07/27/2022,Expense,Sentry,,Tools & Subscription - G&A,29,57076302.63
07/27/2022,Expense,Sentry,Balapavan Tirumani,Credit Card - Ramp,29,57076331.63
07/27/2022,Expense,Splitbee,Harris Jose,Credit Card - Ramp,16.52,57076348.15
07/27/2022,Expense,Splitbee,,Tools & Subscription - G&A,16.52,57076364.67
07/27/2022,Expense,Sentry,,Tools & Subscription - G&A,29,57076393.67
07/27/2022,Expense,Sentry,,Tools & Subscription - G&A,29,57076422.67
07/27/2022,Expense,Sendinblue,,Tools & Subscription - G&A,57.8,57076480.47
07/27/2022,Expense,Sendinblue,,Tools & Subscription - G&A,57.8,57076538.27
07/27/2022,Expense,Sendinblue,,Tools & Subscription - G&A,57.8,57076596.07
07/27/2022,Expense,Splitbee,Harris Jose,Credit Card - Ramp,16.52,57076612.59
07/27/2022,Expense,Sendinblue,Balapavan Tirumani,Credit Card - Ramp,57.8,57076670.39
07/27/2022,Expense,Splitbee,,Tools & Subscription - G&A,16.52,57076686.91
07/27/2022,Expense,Splitbee,Harris Jose,Credit Card - Ramp,16.52,57076703.43
07/27/2022,Expense,Sentry,,Tools & Subscription - G&A,29,57076732.43
07/27/2022,Expense,Splitbee,,Tools & Subscription - G&A,16.52,57076748.95
07/27/2022,Expense,Sendinblue,Balapavan Tirumani,Credit Card - Ramp,57.8,57076806.75
07/27/2022,Expense,Sentry,Balapavan Tirumani,Credit Card - Ramp,29,57076835.75
07/27/2022,Expense,Sendinblue,Balapavan Tirumani,Credit Card - Ramp,57.8,57076893.55
07/27/2022,Expense,Splitbee,,Tools & Subscription - G&A,16.52,57076910.07
07/27/2022,Expense,Sentry,Balapavan Tirumani,Credit Card - Ramp,29,57076939.07
07/27/2022,Expense,Sendinblue,,Tools & Subscription - G&A,57.8,57076996.87
07/28/2022,Expense,,GERTRUDE AND ALICE C,Meals & Entertainment,-55.95,57076940.92
07/28/2022,Expense,,GERTRUDE AND ALICE C,Meals & Entertainment,-55.95,57076884.97
07/28/2022,Expense,,GERTRUDE AND ALICE C,Account1,55.95,57076940.92
07/28/2022,Expense,,GERTRUDE AND ALICE C,Meals & Entertainment,-55.95,57076884.97
07/28/2022,Expense,Speedos Cafe,Mike ross,Credit Card - Ramp,14.1,57076899.07
07/28/2022,Expense,Speedos Cafe,Mike ross,Credit Card - Ramp,14.1,57076913.17
07/28/2022,Expense,Speedos Cafe,Mike ross,Meals & Entertainment,14.1,57076927.27
07/28/2022,Expense,Speedos Cafe,Mike ross,Meals & Entertainment,14.1,57076941.37
07/28/2022,Expense,,GERTRUDE AND ALICE C,Account1,55.95,57076997.32
07/28/2022,Expense,Speedos Cafe,Mike ross,Meals & Entertainment,14.1,57077011.42
07/28/2022,Expense,Speedos Cafe,Mike ross,Credit Card - Ramp,14.1,57077025.52
07/28/2022,Expense,,GERTRUDE AND ALICE C,Account1,55.95,57077081.47
07/28/2022,Expense,,GERTRUDE AND ALICE C,Meals & Entertainment,-55.95,57077025.52
07/28/2022,Expense,Speedos Cafe,Mike ross,Meals & Entertainment,14.1,57077039.62
07/28/2022,Expense,,GERTRUDE AND ALICE C,Account1,55.95,57077095.57
07/28/2022,Expense,Speedos Cafe,Mike ross,Credit Card - Ramp,14.1,57077109.67
07/29/2022,Expense,Netlify,Balapavan Tirumani,Credit Card - Ramp,159,57077268.67
07/29/2022,Expense,Netlify,,Tools & Subscription - G&A,159,57077427.67
07/29/2022,Expense,Netlify,,Tools & Subscription - G&A,159,57077586.67
07/29/2022,Expense,Netlify,Balapavan Tirumani,Credit Card - Ramp,159,57077745.67
07/29/2022,Expense,Netlify,Balapavan Tirumani,Credit Card - Ramp,159,57077904.67
07/29/2022,Expense,Netlify,,Tools & Subscription - G&A,159,57078063.67
07/29/2022,Expense,Netlify,,Tools & Subscription - G&A,159,57078222.67
07/30/2022,Expense,Zapier,,Tools & Subscription - G&A,29.99,57078252.66
07/30/2022,Expense,Zapier,,Tools & Subscription - G&A,29.99,57078282.65
07/30/2022,Expense,Zapier,Chad Blumenthal,Credit Card - Ramp,29.99,57078312.64
07/30/2022,Expense,Zapier,,Tools & Subscription - G&A,29.99,57078342.63
07/30/2022,Expense,Zapier,Chad Blumenthal,Credit Card - Ramp,29.99,57078372.62
07/30/2022,Expense,Zapier,Chad Blumenthal,Credit Card - Ramp,29.99,57078402.61
07/30/2022,Expense,Zapier,,Tools & Subscription - G&A,29.99,57078432.6
07/31/2022,Bill,Big Company ,"Service Expenses for the month of July 2022 
INR 2632119 @ 79.42",Accounts Payable (A/P),33141.76,57111574.36
07/31/2022,Expense,Adobe,,Tools & Subscription - S&M,15.5,57111589.86
07/31/2022,Bill,Big Company ,,Outsources Services - India,33141.76,57144731.62
07/31/2022,Expense,Adobe,Mike ross,Credit Card - Ramp,15.5,57144747.12
07/31/2022,Bill,Big Company ,,Outsources Services - India,33141.76,57177888.88
07/31/2022,Bill,Big Company ,"Service Expenses for the month of July 2022 
INR 2632119 @ 79.42",Accounts Payable (A/P),33141.76,57211030.64
07/31/2022,Bill,Big Company ,"Service Expenses for the month of July 2022 
INR 2632119 @ 79.42",Accounts Payable (A/P),33141.76,57244172.4
07/31/2022,Expense,Adobe,Mike ross,Credit Card - Ramp,15.5,57244187.9
07/31/2022,Bill,Big Company ,,Outsources Services - India,33141.76,57277329.66
07/31/2022,Expense,Adobe,,Tools & Subscription - S&M,15.5,57277345.16
07/31/2022,Expense,Adobe,,Tools & Subscription - S&M,15.5,57277360.66
07/31/2022,Bill,Big Company ,"Service Expenses for the month of July 2022 
INR 2632119 @ 79.42",Accounts Payable (A/P),33141.76,57310502.42
07/31/2022,Expense,Adobe,,Tools & Subscription - S&M,15.5,57310517.92
07/31/2022,Expense,Adobe,Mike ross,Credit Card - Ramp,15.5,57310533.42
07/31/2022,Bill,Big Company ,,Outsources Services - India,33141.76,57343675.18
08/01/2022,Expense,Fast Cover Travel Insurance,,Insurance,136.06,57343811.24
08/01/2022,Expense,Google G Suite,,Tools & Subscription - G&A,106.31,57343917.55
08/01/2022,Expense,Fast Cover Travel Insurance,,Insurance,136.06,57344053.61
08/01/2022,Expense,Air France,,Travel:Airfare,318.53,57344372.14
08/01/2022,Expense,Slack,,Tools & Subscription - G&A,78.91,57344451.05
08/01/2022,Expense,Copyright Osp,Chad Blumenthal,Tools & Subscription - G&A,6,57344457.05
08/01/2022,Expense,Google G Suite,,Tools & Subscription - G&A,106.31,57344563.36
08/01/2022,Expense,Fast Cover Travel Insurance,,Insurance,136.06,57344699.42
08/01/2022,Expense,Fast Cover Travel Insurance,Mike ross,Credit Card - Ramp,136.06,57344835.48
08/01/2022,Expense,Slack,,Tools & Subscription - G&A,78.91,57344914.39
08/01/2022,Expense,Google G Suite,,Tools & Subscription - G&A,106.31,57345020.7
08/01/2022,Expense,Slack,,Tools & Subscription - G&A,78.91,57345099.61
08/01/2022,Expense,Copyright Osp,Chad Blumenthal,Tools & Subscription - G&A,6,57345105.61
08/01/2022,Expense,Air France,,Travel:Airfare,318.53,57345424.14
08/01/2022,Expense,Fast Cover Travel Insurance,Mike ross,Credit Card - Ramp,136.06,57345560.2
08/01/2022,Expense,Copyright Osp,Chad Blumenthal,Credit Card - Ramp,6,57345566.2
08/01/2022,Expense,Google G Suite,,Tools & Subscription - G&A,106.31,57345672.51
08/01/2022,Expense,Slack,Mike ross,Credit Card - Ramp,78.91,57345751.42
08/01/2022,Expense,Air France,Mike ross,Credit Card - Ramp,318.53,57346069.95
08/01/2022,Expense,Air France,Mike ross,Credit Card - Ramp,318.53,57346388.48
08/01/2022,Expense,Google G Suite,Mike ross,Credit Card - Ramp,106.31,57346494.79
08/01/2022,Expense,Fast Cover Travel Insurance,Mike ross,Credit Card - Ramp,136.06,57346630.85
08/01/2022,Expense,Copyright Osp,Chad Blumenthal,Credit Card - Ramp,6,57346636.85
08/01/2022,Expense,Google G Suite,Mike ross,Credit Card - Ramp,106.31,57346743.16
08/01/2022,Expense,Air France,Mike ross,Credit Card - Ramp,318.53,57347061.69
08/01/2022,Expense,Copyright Osp,Chad Blumenthal,Credit Card - Ramp,6,57347067.69
08/01/2022,Expense,Slack,Mike ross,Credit Card - Ramp,78.91,57347146.6
08/01/2022,Expense,Slack,Mike ross,Credit Card - Ramp,78.91,57347225.51
08/01/2022,Expense,Fast Cover Travel Insurance,Mike ross,Credit Card - Ramp,136.06,57347361.57
08/01/2022,Expense,Air France,,Travel:Airfare,318.53,57347680.1
08/01/2022,Expense,Copyright Osp,Chad Blumenthal,Tools & Subscription - G&A,6,57347686.1
08/01/2022,Expense,Fast Cover Travel Insurance,,Insurance,136.06,57347822.16
08/01/2022,Expense,Copyright Osp,Chad Blumenthal,Tools & Subscription - G&A,6,57347828.16
08/01/2022,Expense,Slack,,Tools & Subscription - G&A,78.91,57347907.07
08/01/2022,Expense,Air France,,Travel:Airfare,318.53,57348225.6
08/01/2022,Expense,Google G Suite,Mike ross,Credit Card - Ramp,106.31,57348331.91
08/02/2022,Expense,Officeworks,,Office expenses,5.82,57348337.73
08/02/2022,Expense,Photo Direct,Mike ross,Tools & Subscription - G&A,19.74,57348357.47
08/02/2022,Expense,Photo Direct,Mike ross,Tools & Subscription - G&A,19.74,57348377.21
08/02/2022,Expense,Render,,Tools & Subscription - G&A,14,57348391.21
08/02/2022,Expense,Render,,Tools & Subscription - G&A,14,57348405.21
08/02/2022,Expense,Render,Balapavan Tirumani,Credit Card - Ramp,14,57348419.21
08/02/2022,Expense,Photo Direct,Mike ross,Tools & Subscription - G&A,19.74,57348438.95
08/02/2022,Expense,Render,,Tools & Subscription - G&A,14,57348452.95
08/02/2022,Expense,Photo Direct,Mike ross,Tools & Subscription - G&A,19.74,57348472.69
08/02/2022,Deposit,,Interest Accrual,Savings (6977),44.66,57348517.35
08/02/2022,Expense,Render,,Tools & Subscription - G&A,14,57348531.35
08/02/2022,Expense,Officeworks,Mike ross,Credit Card - Ramp,5.82,57348537.17
08/02/2022,Expense,Photo Direct,Mike ross,Credit Card - Ramp,19.74,57348556.91
08/02/2022,Expense,Photo Direct,Mike ross,Credit Card - Ramp,19.74,57348576.65
08/02/2022,Expense,Officeworks,,Office expenses,5.82,57348582.47
08/02/2022,Expense,Render,Balapavan Tirumani,Credit Card - Ramp,14,57348596.47
08/02/2022,Deposit,,Interest Accrual,Savings (6977),44.66,57348641.13
08/02/2022,Deposit,,Interest Accrual,Interest Received,44.66,57348685.79
08/02/2022,Deposit,,Interest Accrual,Savings (6977),44.66,57348730.45
08/02/2022,Deposit,,Interest Accrual,Interest Received,44.66,57348775.11
08/02/2022,Expense,Officeworks,,Office expenses,5.82,57348780.93
08/02/2022,Expense,Officeworks,,Office expenses,5.82,57348786.75
08/02/2022,Expense,Officeworks,Mike ross,Credit Card - Ramp,5.82,57348792.57
08/02/2022,Deposit,,Interest Accrual,Interest Received,44.66,57348837.23
08/02/2022,Expense,Officeworks,Mike ross,Credit Card - Ramp,5.82,57348843.05
08/02/2022,Expense,Render,Balapavan Tirumani,Credit Card - Ramp,14,57348857.05
08/02/2022,Expense,Officeworks,Mike ross,Credit Card - Ramp,5.82,57348862.87
08/02/2022,Expense,Photo Direct,Mike ross,Credit Card - Ramp,19.74,57348882.61
08/02/2022,Deposit,,Interest Accrual,Interest Received,44.66,57348927.27
08/03/2022,Expense,Mazurek Co,Harvey Spector,Credit Card - Ramp,29.95,57348957.22
08/03/2022,Expense,Mazurek Co,,Tools & Subscription - G&A,29.95,57348987.17
08/03/2022,Expense,GiftRocket,Chad Blumenthal,Tools & Subscription - G&A,1.03,57348988.2
08/03/2022,Expense,GiftRocket,Chad Blumenthal,Credit Card - Ramp,1.03,57348989.23
08/03/2022,Deposit,,Interest Accrual,Interest Received,1.64,57348990.87
08/03/2022,Deposit,,Interest Accrual,Interest Received,1.64,57348992.51
08/03/2022,Deposit,,Interest Accrual,Interest Received,1.64,57348994.15
08/03/2022,Expense,GiftRocket,Chad Blumenthal,Tools & Subscription - G&A,77.25,57349071.4
08/03/2022,Expense,GiftRocket,Chad Blumenthal,Credit Card - Ramp,77.25,57349148.65
08/03/2022,Deposit,,Interest Accrual,Interest Received,1.64,57349150.29
08/03/2022,Expense,GiftRocket,Chad Blumenthal,Credit Card - Ramp,1.03,57349151.32
08/03/2022,Deposit,,Interest Accrual,Savings (6977),1.64,57349152.96
08/03/2022,Expense,GiftRocket,Chad Blumenthal,Credit Card - Ramp,77.25,57349230.21
08/03/2022,Expense,Mazurek Co,Harvey Spector,Credit Card - Ramp,29.95,57349260.16
08/03/2022,Expense,GiftRocket,Chad Blumenthal,Tools & Subscription - G&A,77.25,57349337.41
08/03/2022,Expense,GiftRocket,Chad Blumenthal,Tools & Subscription - G&A,77.25,57349414.66
08/03/2022,Expense,GiftRocket,Chad Blumenthal,Tools & Subscription - G&A,1.03,57349415.69
08/03/2022,Expense,Mazurek Co,,Tools & Subscription - G&A,29.95,57349445.64
08/03/2022,Expense,GiftRocket,Chad Blumenthal,Tools & Subscription - G&A,77.25,57349522.89
08/03/2022,Deposit,,Interest Accrual,Savings (6977),1.64,57349524.53
